2020-03-26 00:00:29.476 | RMI TCP Connection(2)-127.0.0.1 | INFO  | o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin:SpringApplicationAdminMXBeanRegistrar.java(159) | Application shutdown requested.
2020-03-26 13:36:07.085 | http-nio-8080-exec-6 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:07.092 | http-nio-8080-exec-7 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:07.095 | http-nio-8080-exec-3 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/index.css]
2020-03-26 13:36:07.103 | http-nio-8080-exec-3 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:07.117 | http-nio-8080-exec-3 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:07.414 | http-nio-8080-exec-9 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/axios.min.map]
2020-03-26 13:36:07.422 | http-nio-8080-exec-9 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:07.425 | http-nio-8080-exec-9 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:07.426 | http-nio-8080-exec-9 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/axios.min.map]
2020-03-26 13:36:07.429 | http-nio-8080-exec-9 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:07.434 | http-nio-8080-exec-9 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:36.927 | http-nio-8080-exec-10 | INFO  | c.q.p.c.VAuthenticationProvider:VAuthenticationProvider.java(39) | VAuthenticationProvider authenticate login user [username=10021, password=123456]
2020-03-26 13:36:36.962 | http-nio-8080-exec-10 | INFO  | c.q.p.c.VAuthenticationProvider:VAuthenticationProvider.java(41) | VAuthenticationProvider authenticate vUserDetails [vUserDetails={"gson":{"calls":{"threadLocalHashCode":1323096108},"typeTokenCache":{},"constructorConstructor":{"instanceCreators":{},"accessor":{}},"jsonAdapterFactory":{"constructorConstructor":{"instanceCreators":{},"accessor":{}}},"factories":[null,null,{"version":-1.0,"modifiers":136,"serializeInnerClasses":true,"requireExpose":false,"serializationStrategies":[],"deserializationStrategies":[]},null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,{"constructorConstructor":{"instanceCreators":{},"accessor":{}}},{"constructorConstructor":{"instanceCreators":{},"accessor":{}},"complexMapKeySerialization":false},{"constructorConstructor":{"instanceCreators":{},"accessor":{}}},null,{"constructorConstructor":{"instanceCreators":{},"accessor":{}},"fieldNamingPolicy":"IDENTITY","excluder":{"version":-1.0,"modifiers":136,"serializeInnerClasses":true,"requireExpose":false,"serializationStrategies":[],"deserializationStrategies":[]},"jsonAdapterFactory":{"constructorConstructor":{"instanceCreators":{},"accessor":{}}},"accessor":{}}],"excluder":{"version":-1.0,"modifiers":136,"serializeInnerClasses":true,"requireExpose":false,"serializationStrategies":[],"deserializationStrategies":[]},"fieldNamingStrategy":"IDENTITY","instanceCreators":{},"serializeNulls":false,"complexMapKeySerialization":false,"generateNonExecutableJson":false,"htmlSafe":true,"prettyPrinting":false,"lenient":false,"serializeSpecialFloatingPointValues":false,"dateStyle":2,"timeStyle":2,"longSerializationPolicy":"DEFAULT","builderFactories":[],"builderHierarchyFactories":[]},"logger":{"name":"cn.qianshu.pingfen.entity.VUserDetails"},"sRoleList":[{"id":1,"role":"R_ADMIN","describe":"大总管，所有权限"}],"sPermissionList":[{"id":1,"permission":"P_INDEX","url":"/index","describe":"index页面资源"},{"id":2,"permission":"P_ADMIN","url":"/admin","describe":"admin页面资源"},{"id":3,"permission":"P_HELLO","url":"/hello","describe":"hello页面资源"}],"id":1,"name":"admin","password":"$2a$10$D6WR4dcThfRCYGM7AXNHqup.V7URH6QISi4YFxYr1iAJeZf07ryQ2","account":"10021"}]
2020-03-26 13:36:37.091 | http-nio-8080-exec-10 | INFO  | c.q.p.c.VAuthenticationProvider:VAuthenticationProvider.java(45) | 密码匹配结果：true
2020-03-26 13:36:37.216 | http-nio-8080-exec-10 | INFO  | c.q.p.e.VUserDetails:VUserDetails.java(59) | VUserDetails getAuthorities [authoritiesStr=R_ADMIN,P_INDEX,P_ADMIN,P_HELLO 
2020-03-26 13:36:37.224 | http-nio-8080-exec-1 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/index]
2020-03-26 13:36:37.229 | http-nio-8080-exec-1 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[{"id":1,"role":"R_ADMIN","describe":"大总管，所有权限"},{"id":2,"role":"R_HELLO","describe":"说hello相关的权限"}]]
2020-03-26 13:36:37.232 | http-nio-8080-exec-1 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[{"id":1,"permission":"P_INDEX","url":"/index","describe":"index页面资源"}]]
2020-03-26 13:36:37.233 | http-nio-8080-exec-1 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(58) | VFilterInvocationSecurityMetadataSource getAttributes [permissionArray=["R_ADMIN","R_HELLO","P_INDEX"]]
2020-03-26 13:36:37.234 | http-nio-8080-exec-1 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/index]
2020-03-26 13:36:37.238 | http-nio-8080-exec-1 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[{"id":1,"role":"R_ADMIN","describe":"大总管，所有权限"},{"id":2,"role":"R_HELLO","describe":"说hello相关的权限"}]]
2020-03-26 13:36:37.241 | http-nio-8080-exec-1 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[{"id":1,"permission":"P_INDEX","url":"/index","describe":"index页面资源"}]]
2020-03-26 13:36:37.242 | http-nio-8080-exec-1 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(58) | VFilterInvocationSecurityMetadataSource getAttributes [permissionArray=["R_ADMIN","R_HELLO","P_INDEX"]]
2020-03-26 13:36:37.244 | http-nio-8080-exec-1 | INFO  | c.q.p.c.IndexController:IndexController.java(35) | index page
2020-03-26 13:36:37.542 | http-nio-8080-exec-2 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/]
2020-03-26 13:36:37.548 | http-nio-8080-exec-2 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[{"id":3,"role":"R_USER","describe":"普通用户，评分"}]]
2020-03-26 13:36:37.554 | http-nio-8080-exec-2 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[{"id":4,"permission":"P_INDEX","url":"/","describe":"/index"}]]
2020-03-26 13:36:37.554 | http-nio-8080-exec-2 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(58) | VFilterInvocationSecurityMetadataSource getAttributes [permissionArray=["R_USER","P_INDEX"]]
2020-03-26 13:36:37.554 | http-nio-8080-exec-2 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/]
2020-03-26 13:36:37.559 | http-nio-8080-exec-2 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[{"id":3,"role":"R_USER","describe":"普通用户，评分"}]]
2020-03-26 13:36:37.563 | http-nio-8080-exec-2 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[{"id":4,"permission":"P_INDEX","url":"/","describe":"/index"}]]
2020-03-26 13:36:37.563 | http-nio-8080-exec-2 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(58) | VFilterInvocationSecurityMetadataSource getAttributes [permissionArray=["R_USER","P_INDEX"]]
2020-03-26 13:36:37.573 | http-nio-8080-exec-8 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/index]
2020-03-26 13:36:37.577 | http-nio-8080-exec-8 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[{"id":1,"role":"R_ADMIN","describe":"大总管，所有权限"},{"id":2,"role":"R_HELLO","describe":"说hello相关的权限"}]]
2020-03-26 13:36:37.580 | http-nio-8080-exec-8 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[{"id":1,"permission":"P_INDEX","url":"/index","describe":"index页面资源"}]]
2020-03-26 13:36:37.581 | http-nio-8080-exec-8 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(58) | VFilterInvocationSecurityMetadataSource getAttributes [permissionArray=["R_ADMIN","R_HELLO","P_INDEX"]]
2020-03-26 13:36:37.581 | http-nio-8080-exec-8 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/index]
2020-03-26 13:36:37.585 | http-nio-8080-exec-8 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[{"id":1,"role":"R_ADMIN","describe":"大总管，所有权限"},{"id":2,"role":"R_HELLO","describe":"说hello相关的权限"}]]
2020-03-26 13:36:37.587 | http-nio-8080-exec-8 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[{"id":1,"permission":"P_INDEX","url":"/index","describe":"index页面资源"}]]
2020-03-26 13:36:37.588 | http-nio-8080-exec-8 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(58) | VFilterInvocationSecurityMetadataSource getAttributes [permissionArray=["R_ADMIN","R_HELLO","P_INDEX"]]
2020-03-26 13:36:37.588 | http-nio-8080-exec-8 | INFO  | c.q.p.c.IndexController:IndexController.java(35) | index page
2020-03-26 13:36:37.646 | http-nio-8080-exec-4 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/index.css]
2020-03-26 13:36:37.647 | http-nio-8080-exec-7 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/custom.css]
2020-03-26 13:36:37.656 | http-nio-8080-exec-7 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:37.659 | http-nio-8080-exec-7 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:37.659 | http-nio-8080-exec-7 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/custom.css]
2020-03-26 13:36:37.663 | http-nio-8080-exec-7 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:37.657 | http-nio-8080-exec-4 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:37.668 | http-nio-8080-exec-4 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:37.668 | http-nio-8080-exec-4 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/index.css]
2020-03-26 13:36:37.670 | http-nio-8080-exec-5 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/vue.js]
2020-03-26 13:36:37.672 | http-nio-8080-exec-4 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:37.673 | http-nio-8080-exec-9 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/axios.min.js]
2020-03-26 13:36:37.677 | http-nio-8080-exec-4 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:37.677 | http-nio-8080-exec-3 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/index.js]
2020-03-26 13:36:37.680 | http-nio-8080-exec-5 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:37.685 | http-nio-8080-exec-3 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:37.686 | http-nio-8080-exec-5 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:37.686 | http-nio-8080-exec-5 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/vue.js]
2020-03-26 13:36:37.687 | http-nio-8080-exec-7 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:37.688 | http-nio-8080-exec-3 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:37.689 | http-nio-8080-exec-3 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/index.js]
2020-03-26 13:36:37.693 | http-nio-8080-exec-5 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:37.693 | http-nio-8080-exec-6 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/vue-router.js]
2020-03-26 13:36:37.697 | http-nio-8080-exec-5 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:37.702 | http-nio-8080-exec-9 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:37.703 | http-nio-8080-exec-6 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:37.703 | http-nio-8080-exec-3 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:37.707 | http-nio-8080-exec-6 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:37.707 | http-nio-8080-exec-6 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/vue-router.js]
2020-03-26 13:36:37.708 | http-nio-8080-exec-3 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:37.710 | http-nio-8080-exec-9 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:37.711 | http-nio-8080-exec-9 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/axios.min.js]
2020-03-26 13:36:37.717 | http-nio-8080-exec-6 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:37.721 | http-nio-8080-exec-10 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/router1.js]
2020-03-26 13:36:37.721 | http-nio-8080-exec-9 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:37.722 | http-nio-8080-exec-6 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:37.727 | http-nio-8080-exec-10 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:37.731 | http-nio-8080-exec-10 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:37.732 | http-nio-8080-exec-10 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/router1.js]
2020-03-26 13:36:37.735 | http-nio-8080-exec-9 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:37.739 | http-nio-8080-exec-10 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:37.744 | http-nio-8080-exec-10 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:38.004 | http-nio-8080-exec-1 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/activity/get_by_useruanme]
2020-03-26 13:36:38.010 | http-nio-8080-exec-1 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:38.013 | http-nio-8080-exec-1 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:38.014 | http-nio-8080-exec-1 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/activity/get_by_useruanme]
2020-03-26 13:36:38.019 | http-nio-8080-exec-1 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:38.022 | http-nio-8080-exec-1 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:38.024 | http-nio-8080-exec-1 | INFO  | c.q.p.c.ActivityController:ActivityController.java(166) | activity controller getactivity get_by_useruanme:admin
2020-03-26 13:36:38.048 | http-nio-8080-exec-2 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/axios.min.map]
2020-03-26 13:36:38.053 | http-nio-8080-exec-2 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:38.056 | http-nio-8080-exec-2 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:38.056 | http-nio-8080-exec-2 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/axios.min.map]
2020-03-26 13:36:38.063 | http-nio-8080-exec-2 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:38.067 | http-nio-8080-exec-2 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:38.083 | http-nio-8080-exec-8 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/fonts/element-icons.woff]
2020-03-26 13:36:38.095 | http-nio-8080-exec-8 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:38.100 | http-nio-8080-exec-8 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
2020-03-26 13:36:38.100 | http-nio-8080-exec-8 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(33) | VFilterInvocationSecurityMetadataSource getAttributes [requestUrl=/vue/fonts/element-icons.woff]
2020-03-26 13:36:38.106 | http-nio-8080-exec-8 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(42) | VFilterInvocationSecurityMetadataSource getAttributes [sRoleList=[]]
2020-03-26 13:36:38.113 | http-nio-8080-exec-8 | INFO  | c.q.p.c.VFilterInvocationSecurityMetadataSource:VFilterInvocationSecurityMetadataSource.java(48) | VFilterInvocationSecurityMetadataSource getAttributes [sPermissionList=[]]
